0	9.668482e-02
1	9.119270e-02
2	8.363567e-02
3	7.973896e-02
4	8.210642e-02
5	8.829404e-02
6	9.302212e-02
7	9.269500e-02
8	8.847685e-02
9	8.535642e-02
10	8.792232e-02
11	9.624979e-02
12	1.052084e-01
13	1.077780e-01
14	9.985828e-02
15	8.303260e-02
16	6.348388e-02
17	4.821688e-02
18	4.152808e-02
19	4.400973e-02
20	5.405659e-02
21	6.989600e-02
22	9.012731e-02
23	1.124779e-01
24	1.323641e-01
25	1.432592e-01
26	1.394787e-01
27	1.199302e-01
28	9.026171e-02
29	6.154510e-02
30	4.566112e-02
31	4.958886e-02
32	7.160008e-02
33	1.015187e-01
34	1.252130e-01
35	1.313364e-01
36	1.170353e-01
37	8.958243e-02
38	6.275576e-02
39	4.956166e-02
40	5.517408e-02
41	7.423807e-02
42	9.438312e-02
43	1.039889e-01
44	9.932715e-02
45	8.635657e-02
46	7.593756e-02
47	7.583777e-02
48	8.529277e-02
49	9.609207e-02
50	9.929744e-02
51	9.237258e-02
52	8.113223e-02
53	7.495785e-02
54	7.910189e-02
55	9.031126e-02
56	9.938791e-02
57	9.866687e-02
58	8.830615e-02
59	7.618694e-02
60	7.148663e-02
61	7.728414e-02
62	8.840101e-02
63	9.624447e-02
64	9.638863e-02
65	9.219795e-02
66	9.121410e-02
67	9.749300e-02
68	1.069540e-01
69	1.104377e-01
70	1.022835e-01
71	8.677062e-02
72	7.587673e-02
73	7.917672e-02
74	9.428757e-02
75	1.071237e-01
76	1.036485e-01
77	8.443688e-02
78	6.910678e-02
79	8.428797e-02
80	1.421927e-01
81	2.264962e-01
82	2.992807e-01
83	3.277501e-01
84	3.128793e-01
85	2.973504e-01
86	3.424959e-01
87	4.860673e-01
88	7.086653e-01
89	9.339249e-01
90	1.066394e+00
91	1.045409e+00
92	8.811508e-01
93	6.495215e-01
94	4.488216e-01
95	3.455922e-01
96	3.429797e-01
97	3.890430e-01
98	4.161104e-01
99	3.836251e-01
100	2.976711e-01
101	1.983723e-01
102	1.280151e-01
103	1.033152e-01
104	1.090667e-01
105	1.137705e-01
106	9.333186e-02
107	4.594135e-02
108	-9.991080e-03
109	-5.035711e-02
110	-6.056317e-02
111	-4.169402e-02
112	-5.989750e-03
113	3.264147e-02
114	6.566146e-02
115	9.091363e-02
116	1.093121e-01
117	1.214328e-01
118	1.268242e-01
119	1.256278e-01
120	1.200840e-01
121	1.140788e-01
122	1.110159e-01
123	1.118502e-01
124	1.148552e-01
125	1.171452e-01
126	1.166385e-01
127	1.130865e-01
128	1.077834e-01
129	1.025699e-01
130	9.895263e-02
131	9.767710e-02
132	9.860172e-02
133	1.007203e-01
134	1.024705e-01
135	1.024985e-01
136	1.006082e-01
137	9.814359e-02
138	9.719808e-02
139	9.894989e-02
140	1.023816e-01
141	1.046706e-01
142	1.033347e-01
143	9.862255e-02
144	9.405222e-02
145	9.417733e-02
146	1.008904e-01
147	1.110893e-01
148	1.179179e-01
149	1.152378e-01
150	1.023515e-01
151	8.539989e-02
152	7.399767e-02
153	7.511240e-02
154	8.836688e-02
155	1.061282e-01
156	1.184211e-01
157	1.192844e-01
158	1.102067e-01
159	9.843657e-02
160	9.164446e-02
161	9.287705e-02
162	9.925114e-02
163	1.048974e-01
164	1.055861e-01
165	1.015202e-01
166	9.650117e-02
167	9.455147e-02
168	9.684739e-02
169	1.012427e-01
170	1.044016e-01
171	1.045330e-01
172	1.024861e-01
173	1.005528e-01
174	1.002676e-01
175	1.011930e-01
176	1.016384e-01
177	1.004888e-01
178	9.838185e-02
179	9.713765e-02
180	9.798157e-02
181	1.002392e-01
182	1.017947e-01
183	1.010163e-01
184	9.845220e-02
185	9.666033e-02
186	9.808170e-02
187	1.026364e-01
188	1.071597e-01
189	1.074350e-01
190	1.014434e-01
191	9.130307e-02
192	8.222091e-02
193	7.905561e-02
194	8.299417e-02
195	9.083479e-02
196	9.740307e-02
197	9.923890e-02
198	9.676925e-02
199	9.344323e-02
200	9.271525e-02
201	9.537483e-02
202	9.927682e-02
203	1.014600e-01
204	1.007049e-01
205	9.836273e-02
206	9.689068e-02
207	9.753335e-02
208	9.925547e-02
209	9.983001e-02
210	9.801207e-02
211	9.475680e-02
212	9.234047e-02
213	9.221028e-02
214	9.362144e-02
215	9.444144e-02
216	9.345226e-02
217	9.191905e-02
218	9.265904e-02
219	9.710812e-02
220	1.029996e-01
221	1.052034e-01
222	9.975956e-02
223	8.812517e-02
224	7.780986e-02
225	7.799250e-02
226	9.276195e-02
227	1.170567e-01
228	1.389330e-01
229	1.472138e-01
230	1.392635e-01
231	1.230853e-01
232	1.118653e-01
233	1.146856e-01
234	1.301283e-01
235	1.474698e-01
236	1.545641e-01
237	1.465533e-01
238	1.290264e-01
239	1.135157e-01
240	1.089641e-01
241	1.156078e-01
242	1.255657e-01
243	1.291797e-01
244	1.219541e-01
245	1.069683e-01
246	9.154445e-02
247	8.144454e-02
248	7.736387e-02
249	7.607295e-02
250	7.450320e-02
251	7.282775e-02
252	7.387265e-02
253	7.967608e-02
254	8.858238e-02
255	9.572614e-02
